"date","time","visitor","visitor_pts","home","home_pts","season","date2","home_location","visitor_location"
"Mon, Jan 4, 2016","8:00 pm","Sacramento Kings","116","Oklahoma City Thunder","104",2016,2016-01-04,"Oklahoma City","Sacramento"
"Sat, Jan 30, 2016","8:00 pm","Sacramento Kings","117","Memphis Grizzlies","121",2016,2016-01-30,"Memphis","Sacramento"
"Wed, Feb 24, 2016","7:30 pm","Golden State Warriors","118","Miami Heat","112",2016,2016-02-24,"Miami","Golden State"
"Wed, Oct 28, 2015","10:30 pm","Minnesota Timberwolves","112","Los Angeles Lakers","111",2016,2015-10-28,"Los Angeles","Minnesota"
"Tue, Jan 26, 2016","7:00 pm","Los Angeles Clippers","91","Indiana Pacers","89",2016,2016-01-26,"Indianapolis","Los Angeles"
"Tue, Feb 2, 2016","10:00 pm","Milwaukee Bucks","95","Portland Trail Blazers","107",2016,2016-02-02,"Portland","Milwaukee"
"Wed, Dec 23, 2015","9:00 pm","Denver Nuggets","104","Phoenix Suns","96",2016,2015-12-23,"Phoenix","Denver"
"Sun, Nov 22, 2015","9:30 pm","Portland Trail Blazers","107","Los Angeles Lakers","93",2016,2015-11-22,"Los Angeles","Portland Trail"
"Wed, Mar 2, 2016","8:00 pm","Sacramento Kings","98","Memphis Grizzlies","104",2016,2016-03-02,"Memphis","Sacramento"
"Sat, Jan 9, 2016","7:00 pm","Washington Wizards","105","Orlando Magic","99",2016,2016-01-09,"Orlando","Washington"
"Wed, Jan 20, 2016","8:00 pm","Detroit Pistons","123","Houston Rockets","114",2016,2016-01-20,"Houston","Detroit"
"Sun, Dec 6, 2015","7:00 pm","Sacramento Kings","95","Oklahoma City Thunder","98",2016,2015-12-06,"Oklahoma City","Sacramento"
"Tue, Dec 15, 2015","10:30 pm","Milwaukee Bucks","95","Los Angeles Lakers","113",2016,2015-12-15,"Los Angeles","Milwaukee"
"Fri, Jan 29, 2016","7:30 pm","Phoenix Suns","84","New York Knicks","102",2016,2016-01-29,"New York","Phoenix"
"Sat, Mar 19, 2016","7:00 pm","Oklahoma City Thunder","115","Indiana Pacers","111",2016,2016-03-19,"Indianapolis","Oklahoma City"
"Thu, Nov 5, 2015","10:30 pm","Memphis Grizzlies","96","Portland Trail Blazers","115",2016,2015-11-05,"Portland","Memphis"
"Wed, Oct 28, 2015","8:00 pm","Denver Nuggets","105","Houston Rockets","85",2016,2015-10-28,"Houston","Denver"
"Wed, Mar 30, 2016","7:30 pm","Atlanta Hawks","97","Toronto Raptors","105",2016,2016-03-30,"Toronto","Atlanta"
"Thu, Feb 25, 2016","7:00 pm","Golden State Warriors","130","Orlando Magic","114",2016,2016-02-25,"Orlando","Golden State"
"Sat, Feb 6, 2016","9:00 pm","Utah Jazz","98","Phoenix Suns","89",2016,2016-02-06,"Phoenix","Utah"
"Mon, Dec 28, 2015","7:00 pm","New Orleans Pelicans","89","Orlando Magic","104",2016,2015-12-28,"Orlando","New Orleans"
"Sat, Feb 27, 2016","7:00 pm","Minnesota Timberwolves","112","New Orleans Pelicans","110",2016,2016-02-27,"New Orleans","Minnesota"
"Thu, Jan 7, 2016","7:00 pm","Atlanta Hawks","126","Philadelphia 76ers","98",2016,2016-01-07,"Philadelphia","Atlanta"
"Tue, Nov 3, 2015","7:30 pm","Indiana Pacers","94","Detroit Pistons","82",2016,2015-11-03,"Detroit","Indiana"
"Sun, Jan 10, 2016","9:00 pm","Oklahoma City Thunder","110","Portland Trail Blazers","115",2016,2016-01-10,"Portland","Oklahoma City"
"Wed, Jan 27, 2016","7:30 pm","Philadelphia 76ers","97","Detroit Pistons","110",2016,2016-01-27,"Detroit","Philadelphia"
"Wed, Nov 11, 2015","7:30 pm","Indiana Pacers","102","Boston Celtics","91",2016,2015-11-11,"Boston","Indiana"
"Mon, Nov 2, 2015","10:30 pm","Memphis Grizzlies","69","Golden State Warriors","119",2016,2015-11-02,"San Francisco","Memphis"
"Wed, Apr 6, 2016","10:00 pm","Oklahoma City Thunder","115","Portland Trail Blazers","120",2016,2016-04-06,"Portland","Oklahoma City"
"Mon, Feb 22, 2016","7:30 pm","Indiana Pacers","93","Miami Heat","101",2016,2016-02-22,"Miami","Indiana"
"Sat, Jan 9, 2016","5:00 pm","Chicago Bulls","105","Atlanta Hawks","120",2016,2016-01-09,"Atlanta","Chicago"
"Tue, Apr 5, 2016","7:30 pm","Charlotte Hornets","90","Toronto Raptors","96",2016,2016-04-05,"Toronto","Charlotte"
"Sat, Nov 14, 2015","7:00 pm","Orlando Magic","99","Washington Wizards","108",2016,2015-11-14,"Washington D.C.","Orlando"
"Fri, Oct 30, 2015","8:30 pm","Brooklyn Nets","75","San Antonio Spurs","102",2016,2015-10-30,"San Antonio","Brooklyn"
"Sat, Jan 16, 2016","7:30 pm","Brooklyn Nets","86","Atlanta Hawks","114",2016,2016-01-16,"Atlanta","Brooklyn"
"Sat, Jan 23, 2016","9:30 pm","Detroit Pistons","101","Denver Nuggets","104",2016,2016-01-23,"Denver","Detroit"
"Fri, Apr 1, 2016","7:30 pm","Brooklyn Nets","91","New York Knicks","105",2016,2016-04-01,"New York","Brooklyn"
"Sun, Nov 1, 2015","3:30 pm","San Antonio Spurs","95","Boston Celtics","87",2016,2015-11-01,"Boston","San Antonio"
"Fri, Mar 11, 2016","8:00 pm","Minnesota Timberwolves","99","Oklahoma City Thunder","96",2016,2016-03-11,"Oklahoma City","Minnesota"
"Mon, Nov 23, 2015","8:00 pm","Detroit Pistons","88","Milwaukee Bucks","109",2016,2015-11-23,"Milwaukee","Detroit"
"Mon, Mar 14, 2016","8:00 pm","Memphis Grizzlies","81","Houston Rockets","130",2016,2016-03-14,"Houston","Memphis"
"Tue, Nov 17, 2015","7:30 pm","Minnesota Timberwolves","103","Miami Heat","91",2016,2015-11-17,"Miami","Minnesota"
"Sun, Feb 7, 2016","1:00 pm","Atlanta Hawks","94","Orlando Magic","96",2016,2016-02-07,"Orlando","Atlanta"
"Tue, Jan 12, 2016","8:00 pm","Chicago Bulls","101","Milwaukee Bucks","106",2016,2016-01-12,"Milwaukee","Chicago"
"Wed, Dec 16, 2015","7:30 pm","Minnesota Timberwolves","102","New York Knicks","107",2016,2015-12-16,"New York","Minnesota"
"Tue, Feb 9, 2016","8:00 pm","San Antonio Spurs","119","Miami Heat","101",2016,2016-02-09,"Miami","San Antonio"
"Wed, Dec 16, 2015","10:30 pm","Phoenix Suns","103","Golden State Warriors","128",2016,2015-12-16,"San Francisco","Phoenix"
"Sun, Jan 3, 2016","3:30 pm","Chicago Bulls","115","Toronto Raptors","113",2016,2016-01-03,"Toronto","Chicago"
"Mon, Nov 9, 2015","7:00 pm","Chicago Bulls","111","Philadelphia 76ers","88",2016,2015-11-09,"Philadelphia","Chicago"
"Sat, Dec 12, 2015","7:00 pm","Boston Celtics","98","Charlotte Hornets","93",2016,2015-12-12,"Charlotte","Boston"
"Wed, Jan 6, 2016","7:30 pm","Toronto Raptors","91","Brooklyn Nets","74",2016,2016-01-06,"Brooklyn","Toronto"
"Fri, Nov 20, 2015","8:30 pm","Utah Jazz","93","Dallas Mavericks","102",2016,2015-11-20,"Dallas","Utah"
"Wed, Jan 6, 2016","7:00 pm","Cleveland Cavaliers","121","Washington Wizards","115",2016,2016-01-06,"Washington D.C.","Cleveland"
"Mon, Mar 28, 2016","7:30 pm","Oklahoma City Thunder","119","Toronto Raptors","100",2016,2016-03-28,"Toronto","Oklahoma City"
"Tue, Apr 12, 2016","7:00 pm","New York Knicks","90","Indiana Pacers","102",2016,2016-04-12,"Indianapolis","New York"
"Mon, Jan 25, 2016","8:00 pm","Houston Rockets","112","New Orleans Pelicans","111",2016,2016-01-25,"New Orleans","Houston"
"Fri, Feb 19, 2016","8:00 pm","Charlotte Hornets","98","Milwaukee Bucks","95",2016,2016-02-19,"Milwaukee","Charlotte"
"Mon, Feb 8, 2016","9:00 pm","Oklahoma City Thunder","122","Phoenix Suns","106",2016,2016-02-08,"Phoenix","Oklahoma City"
"Tue, Nov 24, 2015","10:30 pm","Los Angeles Lakers","77","Golden State Warriors","111",2016,2015-11-24,"San Francisco","Los Angeles"
"Sat, Mar 19, 2016","7:00 pm","New York Knicks","89","Washington Wizards","99",2016,2016-03-19,"Washington D.C.","New York"
"Wed, Mar 30, 2016","8:00 pm","Los Angeles Clippers","99","Minnesota Timberwolves","79",2016,2016-03-30,"Minneapolis","Los Angeles"
"Mon, Nov 30, 2015","7:30 pm","Boston Celtics","105","Miami Heat","95",2016,2015-11-30,"Miami","Boston"
"Wed, Jan 27, 2016","8:00 pm","Los Angeles Clippers","85","Atlanta Hawks","83",2016,2016-01-27,"Atlanta","Los Angeles"
"Fri, Nov 20, 2015","8:00 pm","Detroit Pistons","96","Minnesota Timberwolves","86",2016,2015-11-20,"Minneapolis","Detroit"
"Tue, Jan 5, 2016","10:30 pm","Golden State Warriors","109","Los Angeles Lakers","88",2016,2016-01-05,"Los Angeles","Golden State"
"Sun, Nov 29, 2015","6:00 pm","Detroit Pistons","83","Brooklyn Nets","87",2016,2015-11-29,"Brooklyn","Detroit"
"Tue, Nov 24, 2015","10:00 pm","Chicago Bulls","93","Portland Trail Blazers","88",2016,2015-11-24,"Portland","Chicago"
"Mon, Jan 18, 2016","7:30 pm","Brooklyn Nets","100","Toronto Raptors","112",2016,2016-01-18,"Toronto","Brooklyn"
"Sun, Nov 15, 2015","7:00 pm","Boston Celtics","100","Oklahoma City Thunder","85",2016,2015-11-15,"Oklahoma City","Boston"
"Fri, Jan 15, 2016","8:00 pm","Dallas Mavericks","83","Chicago Bulls","77",2016,2016-01-15,"Chicago","Dallas"
"Sun, Apr 3, 2016","3:30 pm","Dallas Mavericks","88","Minnesota Timberwolves","78",2016,2016-04-03,"Minneapolis","Dallas"
"Thu, Mar 31, 2016","7:00 pm","Chicago Bulls","103","Houston Rockets","100",2016,2016-03-31,"Houston","Chicago"
"Sat, Apr 2, 2016","9:00 pm","Sacramento Kings","115","Denver Nuggets","106",2016,2016-04-02,"Denver","Sacramento"
"Tue, Jan 5, 2016","8:30 pm","Sacramento Kings","116","Dallas Mavericks","117",2016,2016-01-05,"Dallas","Sacramento"
"Sat, Jan 2, 2016","7:00 pm","Detroit Pistons","82","Indiana Pacers","94",2016,2016-01-02,"Indianapolis","Detroit"
"Tue, Apr 5, 2016","8:00 pm","Cleveland Cavaliers","109","Milwaukee Bucks","80",2016,2016-04-05,"Milwaukee","Cleveland"
"Sun, Apr 10, 2016","7:00 pm","Golden State Warriors","92","San Antonio Spurs","86",2016,2016-04-10,"San Antonio","Golden State"
"Mon, Mar 28, 2016","9:00 pm","Dallas Mavericks","97","Denver Nuggets","88",2016,2016-03-28,"Denver","Dallas"
"Fri, Dec 18, 2015","10:30 pm","New Orleans Pelicans","88","Phoenix Suns","104",2016,2015-12-18,"Phoenix","New Orleans"
"Wed, Nov 11, 2015","7:00 pm","Toronto Raptors","119","Philadelphia 76ers","103",2016,2015-11-11,"Philadelphia","Toronto"
"Sat, Mar 19, 2016","8:30 pm","Golden State Warriors","79","San Antonio Spurs","87",2016,2016-03-19,"San Antonio","Golden State"
"Sat, Mar 12, 2016","7:00 pm","Detroit Pistons","125","Philadelphia 76ers","111",2016,2016-03-12,"Philadelphia","Detroit"
"Tue, Feb 9, 2016","8:30 pm","Utah Jazz","121","Dallas Mavericks","119",2016,2016-02-09,"Dallas","Utah"
"Fri, Mar 11, 2016","8:00 pm","Miami Heat","118","Chicago Bulls","96",2016,2016-03-11,"Chicago","Miami"
"Fri, Nov 20, 2015","8:00 pm","Houston Rockets","84","Memphis Grizzlies","96",2016,2015-11-20,"Memphis","Houston"
"Fri, Oct 30, 2015","7:00 pm","Miami Heat","92","Cleveland Cavaliers","102",2016,2015-10-30,"Cleveland","Miami"
"Wed, Feb 24, 2016","8:00 pm","Washington Wizards","104","Chicago Bulls","109",2016,2016-02-24,"Chicago","Washington"
"Tue, Nov 24, 2015","9:00 pm","Los Angeles Clippers","111","Denver Nuggets","94",2016,2015-11-24,"Denver","Los Angeles"
"Fri, Nov 13, 2015","9:00 pm","Houston Rockets","98","Denver Nuggets","107",2016,2015-11-13,"Denver","Houston"
"Wed, Dec 30, 2015","10:00 pm","Denver Nuggets","103","Portland Trail Blazers","110",2016,2015-12-30,"Portland","Denver"
"Wed, Mar 30, 2016","10:30 pm","Miami Heat","100","Los Angeles Lakers","102",2016,2016-03-30,"Los Angeles","Miami"
"Mon, Dec 14, 2015","10:00 pm","New Orleans Pelicans","101","Portland Trail Blazers","105",2016,2015-12-14,"Portland","New Orleans"
"Fri, Nov 20, 2015","8:00 pm","New York Knicks","93","Oklahoma City Thunder","90",2016,2015-11-20,"Oklahoma City","New York"
"Sun, Mar 13, 2016","6:00 pm","Indiana Pacers","75","Atlanta Hawks","104",2016,2016-03-13,"Atlanta","Indiana"
"Wed, Mar 23, 2016","8:00 pm","Sacramento Kings","104","Minnesota Timberwolves","113",2016,2016-03-23,"Minneapolis","Sacramento"
"Tue, Apr 5, 2016","10:00 pm","Portland Trail Blazers","115","Sacramento Kings","107",2016,2016-04-05,"Sacramento","Portland Trail"
"Wed, Dec 2, 2015","8:00 pm","Toronto Raptors","96","Atlanta Hawks","86",2016,2015-12-02,"Atlanta","Toronto"
"Fri, Jan 15, 2016","9:00 pm","Miami Heat","98","Denver Nuggets","95",2016,2016-01-15,"Denver","Miami"
"Wed, Oct 28, 2015","10:00 pm","Los Angeles Clippers","111","Sacramento Kings","104",2016,2015-10-28,"Sacramento","Los Angeles"
"Mon, Dec 14, 2015","9:00 pm","Houston Rockets","108","Denver Nuggets","114",2016,2015-12-14,"Denver","Houston"
"Mon, Dec 14, 2015","8:30 pm","Utah Jazz","81","San Antonio Spurs","118",2016,2015-12-14,"San Antonio","Utah"
"Sat, Dec 5, 2015","8:30 pm","Boston Celtics","105","San Antonio Spurs","108",2016,2015-12-05,"San Antonio","Boston"
"Wed, Oct 28, 2015","10:00 pm","New Orleans Pelicans","94","Portland Trail Blazers","112",2016,2015-10-28,"Portland","New Orleans"
"Wed, Nov 25, 2015","8:30 pm","Dallas Mavericks","83","San Antonio Spurs","88",2016,2015-11-25,"San Antonio","Dallas"
"Sun, Apr 3, 2016","6:00 pm","Utah Jazz","101","Phoenix Suns","86",2016,2016-04-03,"Phoenix","Utah"
"Wed, Nov 18, 2015","7:00 pm","Indiana Pacers","112","Philadelphia 76ers","85",2016,2015-11-18,"Philadelphia","Indiana"
"Fri, Jan 8, 2016","9:30 pm","Miami Heat","103","Phoenix Suns","95",2016,2016-01-08,"Phoenix","Miami"
"Fri, Mar 11, 2016","8:00 pm","New Orleans Pelicans","114","Memphis Grizzlies","121",2016,2016-03-11,"Memphis","New Orleans"
"Tue, Nov 10, 2015","8:00 pm","Dallas Mavericks","105","New Orleans Pelicans","120",2016,2015-11-10,"New Orleans","Dallas"
"Sat, Nov 21, 2015","7:00 pm","Milwaukee Bucks","86","Indiana Pacers","123",2016,2015-11-21,"Indianapolis","Milwaukee"
"Sat, Feb 20, 2016","7:30 pm","Washington Wizards","94","Miami Heat","114",2016,2016-02-20,"Miami","Washington"
"Fri, Oct 30, 2015","10:30 pm","Portland Trail Blazers","92","Phoenix Suns","110",2016,2015-10-30,"Phoenix","Portland Trail"
"Thu, Jan 28, 2016","8:00 pm","Milwaukee Bucks","83","Memphis Grizzlies","103",2016,2016-01-28,"Memphis","Milwaukee"
"Wed, Jan 13, 2016","9:00 pm","Golden State Warriors","110","Denver Nuggets","112",2016,2016-01-13,"Denver","Golden State"
"Sun, Nov 15, 2015","6:00 pm","Utah Jazz","97","Atlanta Hawks","96",2016,2015-11-15,"Atlanta","Utah"
"Sat, Feb 6, 2016","7:00 pm","Detroit Pistons","104","Indiana Pacers","112",2016,2016-02-06,"Indianapolis","Detroit"
"Fri, Mar 25, 2016","8:30 pm","Memphis Grizzlies","104","San Antonio Spurs","110",2016,2016-03-25,"San Antonio","Memphis"
"Sun, Dec 13, 2015","3:30 pm","Minnesota Timberwolves","101","Phoenix Suns","108",2016,2015-12-13,"Phoenix","Minnesota"
"Sat, Dec 5, 2015","8:00 pm","Cleveland Cavaliers","84","Miami Heat","99",2016,2015-12-05,"Miami","Cleveland"
"Sun, Nov 29, 2015","3:30 pm","Minnesota Timberwolves","99","Los Angeles Clippers","107",2016,2015-11-29,"Los Angeles","Minnesota"
"Wed, Mar 2, 2016","8:00 pm","Indiana Pacers","104","Milwaukee Bucks","99",2016,2016-03-02,"Milwaukee","Indiana"
"Sun, Nov 22, 2015","7:00 pm","Dallas Mavericks","114","Oklahoma City Thunder","117",2016,2015-11-22,"Oklahoma City","Dallas"
"Fri, Dec 18, 2015","7:00 pm","Brooklyn Nets","97","Indiana Pacers","104",2016,2015-12-18,"Indianapolis","Brooklyn"
"Fri, Mar 18, 2016","10:30 pm","Phoenix Suns","95","Los Angeles Lakers","90",2016,2016-03-18,"Los Angeles","Phoenix"
"Sat, Jan 30, 2016","8:00 pm","Washington Wizards","123","Houston Rockets","122",2016,2016-01-30,"Houston","Washington"
"Mon, Dec 28, 2015","7:00 pm","Atlanta Hawks","87","Indiana Pacers","93",2016,2015-12-28,"Indianapolis","Atlanta"
"Thu, Nov 5, 2015","9:00 pm","Utah Jazz","96","Denver Nuggets","84",2016,2015-11-05,"Denver","Utah"
"Wed, Dec 16, 2015","8:30 pm","Washington Wizards","95","San Antonio Spurs","114",2016,2015-12-16,"San Antonio","Washington"
"Mon, Feb 8, 2016","8:00 pm","Portland Trail Blazers","112","Memphis Grizzlies","106",2016,2016-02-08,"Memphis","Portland Trail"
"Wed, Dec 23, 2015","7:00 pm","New York Knicks","84","Cleveland Cavaliers","91",2016,2015-12-23,"Cleveland","New York"
"Mon, Nov 16, 2015","8:30 pm","Portland Trail Blazers","80","San Antonio Spurs","93",2016,2015-11-16,"San Antonio","Portland Trail"
"Sat, Mar 26, 2016","8:00 pm","Utah Jazz","93","Minnesota Timberwolves","84",2016,2016-03-26,"Minneapolis","Utah"
"Fri, Feb 19, 2016","7:30 pm","New York Knicks","98","Brooklyn Nets","109",2016,2016-02-19,"Brooklyn","New York"
"Sun, Jan 10, 2016","8:00 pm","Charlotte Hornets","92","Denver Nuggets","95",2016,2016-01-10,"Denver","Charlotte"
"Thu, Oct 29, 2015","8:00 pm","Atlanta Hawks","112","New York Knicks","101",2016,2015-10-29,"New York","Atlanta"
"Mon, Feb 22, 2016","7:30 pm","Toronto Raptors","122","New York Knicks","95",2016,2016-02-22,"New York","Toronto"
"Fri, Jan 15, 2016","8:00 pm","Charlotte Hornets","107","New Orleans Pelicans","109",2016,2016-01-15,"New Orleans","Charlotte"
"Tue, Nov 3, 2015","10:30 pm","Denver Nuggets","120","Los Angeles Lakers","109",2016,2015-11-03,"Los Angeles","Denver"
"Fri, Apr 8, 2016","7:30 pm","Washington Wizards","99","Detroit Pistons","112",2016,2016-04-08,"Detroit","Washington"
"Fri, Nov 13, 2015","7:30 pm","Atlanta Hawks","93","Boston Celtics","106",2016,2015-11-13,"Boston","Atlanta"
"Sat, Dec 26, 2015","9:00 pm","Los Angeles Clippers","109","Utah Jazz","104",2016,2015-12-26,"Salt Lake City","Los Angeles"
"Wed, Nov 11, 2015","8:00 pm","Los Angeles Clippers","108","Dallas Mavericks","118",2016,2015-11-11,"Dallas","Los Angeles"
"Sat, Mar 19, 2016","7:30 pm","Houston Rockets","97","Atlanta Hawks","109",2016,2016-03-19,"Atlanta","Houston"
"Sun, Mar 6, 2016","3:30 pm","Golden State Warriors","95","Los Angeles Lakers","112",2016,2016-03-06,"Los Angeles","Golden State"
"Wed, Mar 30, 2016","9:00 pm","Golden State Warriors","103","Utah Jazz","96",2016,2016-03-30,"Salt Lake City","Golden State"
"Mon, Nov 16, 2015","8:00 pm","Oklahoma City Thunder","114","Memphis Grizzlies","122",2016,2015-11-16,"Memphis","Oklahoma City"
"Wed, Feb 24, 2016","10:30 pm","Denver Nuggets","87","Los Angeles Clippers","81",2016,2016-02-24,"Los Angeles","Denver"
"Wed, Feb 3, 2016","9:00 pm","Denver Nuggets","81","Utah Jazz","85",2016,2016-02-03,"Salt Lake City","Denver"
"Sun, Nov 22, 2015","6:00 pm","Boston Celtics","101","Brooklyn Nets","111",2016,2015-11-22,"Brooklyn","Boston"
"Thu, Mar 24, 2016","7:00 pm","New Orleans Pelicans","84","Indiana Pacers","92",2016,2016-03-24,"Indianapolis","New Orleans"
"Sat, Nov 21, 2015","8:00 pm","Philadelphia 76ers","91","Miami Heat","96",2016,2015-11-21,"Miami","Philadelphia"
"Wed, Jan 6, 2016","8:30 pm","Utah Jazz","98","San Antonio Spurs","123",2016,2016-01-06,"San Antonio","Utah"
"Thu, Mar 10, 2016","8:00 pm","Chicago Bulls","101","San Antonio Spurs","109",2016,2016-03-10,"San Antonio","Chicago"
"Fri, Nov 6, 2015","7:00 pm","Toronto Raptors","87","Orlando Magic","92",2016,2015-11-06,"Orlando","Toronto"
"Fri, Nov 20, 2015","7:30 pm","Brooklyn Nets","95","Boston Celtics","120",2016,2015-11-20,"Boston","Brooklyn"
"Sun, Apr 10, 2016","7:30 pm","Toronto Raptors","93","New York Knicks","89",2016,2016-04-10,"New York","Toronto"
"Tue, Jan 26, 2016","8:00 pm","Orlando Magic","100","Milwaukee Bucks","107",2016,2016-01-26,"Milwaukee","Orlando"
"Fri, Nov 20, 2015","9:00 pm","Phoenix Suns","114","Denver Nuggets","107",2016,2015-11-20,"Denver","Phoenix"
"Mon, Jan 11, 2016","8:00 pm","Washington Wizards","114","Chicago Bulls","100",2016,2016-01-11,"Chicago","Washington"
"Wed, Oct 28, 2015","7:30 pm","Charlotte Hornets","94","Miami Heat","104",2016,2015-10-28,"Miami","Charlotte"
"Tue, Mar 15, 2016","7:00 pm","Denver Nuggets","110","Orlando Magic","116",2016,2016-03-15,"Orlando","Denver"
"Mon, Dec 7, 2015","8:00 pm","Los Angeles Clippers","110","Minnesota Timberwolves","106",2016,2015-12-07,"Minneapolis","Los Angeles"
"Fri, Dec 4, 2015","8:30 pm","Houston Rockets","100","Dallas Mavericks","96",2016,2015-12-04,"Dallas","Houston"
"Mon, Nov 2, 2015","10:30 pm","Phoenix Suns","96","Los Angeles Clippers","102",2016,2015-11-02,"Los Angeles","Phoenix"
"Thu, Mar 17, 2016","7:30 pm","Charlotte Hornets","109","Miami Heat","106",2016,2016-03-17,"Miami","Charlotte"
"Wed, Oct 28, 2015","7:30 pm","Chicago Bulls","115","Brooklyn Nets","100",2016,2015-10-28,"Brooklyn","Chicago"
"Sun, Dec 27, 2015","9:00 pm","Portland Trail Blazers","98","Sacramento Kings","94",2016,2015-12-27,"Sacramento","Portland Trail"
"Mon, Jan 25, 2016","10:00 pm","Charlotte Hornets","129","Sacramento Kings","128",2016,2016-01-25,"Sacramento","Charlotte"
"Sun, Jan 31, 2016","9:30 pm","Charlotte Hornets","101","Los Angeles Lakers","82",2016,2016-01-31,"Los Angeles","Charlotte"
"Wed, Nov 11, 2015","8:00 pm","New Orleans Pelicans","98","Atlanta Hawks","106",2016,2015-11-11,"Atlanta","New Orleans"
"Sun, Dec 13, 2015","7:00 pm","Utah Jazz","98","Oklahoma City Thunder","104",2016,2015-12-13,"Oklahoma City","Utah"
"Wed, Dec 23, 2015","10:30 pm","Oklahoma City Thunder","120","Los Angeles Lakers","85",2016,2015-12-23,"Los Angeles","Oklahoma City"
"Fri, Nov 13, 2015","7:00 pm","Utah Jazz","93","Orlando Magic","102",2016,2015-11-13,"Orlando","Utah"
"Tue, Dec 29, 2015","7:30 pm","Detroit Pistons","96","New York Knicks","108",2016,2015-12-29,"New York","Detroit"
"Wed, Mar 2, 2016","10:30 pm","Oklahoma City Thunder","98","Los Angeles Clippers","103",2016,2016-03-02,"Los Angeles","Oklahoma City"
"Mon, Jan 25, 2016","7:00 pm","Boston Celtics","116","Washington Wizards","91",2016,2016-01-25,"Washington D.C.","Boston"
"Sat, Feb 6, 2016","9:00 pm","Oklahoma City Thunder","108","Golden State Warriors","116",2016,2016-02-06,"San Francisco","Oklahoma City"
"Wed, Mar 16, 2016","7:30 pm","Atlanta Hawks","118","Detroit Pistons","114",2016,2016-03-16,"Detroit","Atlanta"
"Sun, Apr 3, 2016","7:30 pm","Indiana Pacers","92","New York Knicks","87",2016,2016-04-03,"New York","Indiana"
"Wed, Mar 2, 2016","8:00 pm","New Orleans Pelicans","95","Houston Rockets","100",2016,2016-03-02,"Houston","New Orleans"
"Thu, Mar 31, 2016","8:00 pm","Denver Nuggets","95","New Orleans Pelicans","101",2016,2016-03-31,"New Orleans","Denver"
"Sun, Jan 3, 2016","3:30 pm","Atlanta Hawks","97","New York Knicks","111",2016,2016-01-03,"New York","Atlanta"
"Fri, Feb 26, 2016","7:30 pm","Cleveland Cavaliers","97","Toronto Raptors","99",2016,2016-02-26,"Toronto","Cleveland"
"Thu, Mar 3, 2016","10:30 pm","Oklahoma City Thunder","106","Golden State Warriors","121",2016,2016-03-03,"San Francisco","Oklahoma City"
"Sat, Jan 16, 2016","8:00 pm","New York Knicks","95","Memphis Grizzlies","103",2016,2016-01-16,"Memphis","New York"
"Wed, Nov 4, 2015","8:00 pm","Toronto Raptors","103","Oklahoma City Thunder","98",2016,2015-11-04,"Oklahoma City","Toronto"
"Thu, Dec 10, 2015","10:30 pm","New York Knicks","97","Sacramento Kings","99",2016,2015-12-10,"Sacramento","New York"
"Fri, Dec 4, 2015","7:30 pm","Milwaukee Bucks","95","Detroit Pistons","102",2016,2015-12-04,"Detroit","Milwaukee"
"Sat, Dec 26, 2015","8:30 pm","Chicago Bulls","111","Dallas Mavericks","118",2016,2015-12-26,"Dallas","Chicago"
"Mon, Nov 23, 2015","8:00 pm","Philadelphia 76ers","95","Minnesota Timberwolves","100",2016,2015-11-23,"Minneapolis","Philadelphia"
"Sat, Nov 7, 2015","8:30 pm","New Orleans Pelicans","98","Dallas Mavericks","107",2016,2015-11-07,"Dallas","New Orleans"
"Sat, Dec 26, 2015","7:30 pm","Boston Celtics","99","Detroit Pistons","93",2016,2015-12-26,"Detroit","Boston"
"Fri, Dec 25, 2015","8:00 pm","San Antonio Spurs","84","Houston Rockets","88",2016,2015-12-25,"Houston","San Antonio"
"Sun, Mar 13, 2016","8:00 pm","Milwaukee Bucks","109","Brooklyn Nets","100",2016,2016-03-13,"Brooklyn","Milwaukee"
"Sun, Jan 24, 2016","7:00 pm","Boston Celtics","112","Philadelphia 76ers","92",2016,2016-01-24,"Philadelphia","Boston"
"Fri, Dec 25, 2015","10:30 pm","Los Angeles Clippers","94","Los Angeles Lakers","84",2016,2015-12-25,"Los Angeles","Los Angeles"
"Mon, Dec 7, 2015","7:00 pm","San Antonio Spurs","119","Philadelphia 76ers","68",2016,2015-12-07,"Philadelphia","San Antonio"
"Mon, Nov 9, 2015","10:00 pm","San Antonio Spurs","106","Sacramento Kings","88",2016,2015-11-09,"Sacramento","San Antonio"
"Wed, Feb 24, 2016","7:30 pm","Philadelphia 76ers","91","Detroit Pistons","111",2016,2016-02-24,"Detroit","Philadelphia"
"Sat, Jan 30, 2016","7:00 pm","Denver Nuggets","105","Indiana Pacers","109",2016,2016-01-30,"Indianapolis","Denver"
"Fri, Apr 1, 2016","8:00 pm","Cleveland Cavaliers","110","Atlanta Hawks","108",2016,2016-04-01,"Atlanta","Cleveland"
"Fri, Feb 19, 2016","10:30 pm","San Antonio Spurs","119","Los Angeles Lakers","113",2016,2016-02-19,"Los Angeles","San Antonio"
"Sat, Dec 26, 2015","8:00 pm","Indiana Pacers","102","Minnesota Timberwolves","88",2016,2015-12-26,"Minneapolis","Indiana"
"Tue, Mar 29, 2016","7:00 pm","Brooklyn Nets","105","Orlando Magic","139",2016,2016-03-29,"Orlando","Brooklyn"
